run_id,quant_mode,iteration,policy_cuda_ms,policy_wall_ms,step_1_ms,step_2_ms,step_3_ms,step_4_ms,step_5_ms,gpu_allocated_mb,gpu_reserved_mb
20260729T181736_int4_wo_98cc4c,int4_weight_only,114,1527.42493,1527.45262,268.3689,268.25113,268.12427,268.10471,268.02988,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,115,1495.20825,1495.2367,268.41293,268.38937,268.88602,268.1344,268.52966,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,116,1488.81738,1488.84743,268.45911,268.52454,268.40781,268.16309,268.52762,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,117,1521.54065,1521.5688,268.37094,268.12823,267.9808,268.20709,268.05966,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,118,1551.18652,1551.21503,268.41306,268.06366,268.00128,268.21326,268.64639,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,119,1487.4491,1487.47682,268.65869,268.04849,268.16309,268.14557,268.04837,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,120,1552.0,1552.02749,268.41702,268.15079,268.08731,268.5061,268.36276,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,121,1490.31726,1490.35098,268.36798,268.27673,268.64749,268.26035,268.08115,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,122,1487.42761,1487.4531,268.42624,268.27161,268.14575,268.08731,268.51636,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,123,1485.79663,1485.8224,268.60236,268.25421,268.08936,268.32178,268.19174,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,124,1522.15808,1522.18602,268.62592,268.20914,268.08838,268.25626,268.71194,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,125,1487.77625,1487.80266,268.43954,268.08319,269.12555,268.48257,268.04428,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,126,1543.16431,1543.18776,269.96225,269.66837,269.36523,269.33029,269.79736,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,127,1520.65479,1520.68008,268.59933,268.23474,268.54605,268.11801,268.06375,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,128,1488.05591,1488.0909,268.52148,268.29108,268.08423,268.10983,268.55542,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,129,1490.1394,1490.18689,268.68021,268.40372,268.67917,268.40891,268.49075,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,130,1502.80872,1502.84313,268.97818,268.45593,268.71399,268.6843,269.08569,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,131,1489.96216,1489.99343,268.5184,268.65356,269.14816,268.58914,268.30542,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,132,1567.59021,1567.61925,268.57483,268.52863,268.56049,268.45798,268.55725,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,133,1543.28577,1543.30939,268.67099,268.06476,268.01971,268.38837,268.08423,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,134,1489.4093,1489.43971,268.72421,268.17957,268.06067,268.06784,268.44058,1547.831,2790.0
